media_name,url,image_path,timestamp,country,factuality,trustworthiness,bias_rating,MBFC_source,label_3class
South ABQ News,http://southabqnews.com,mediascopeAll/South_ABQ_News.png,2026-06-20 20:11:50,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Alabama Times,http://southalabamatimes.com,mediascopeAll/South_Alabama_Times.png,2026-06-20 20:35:36,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Alameda News,http://southalamedanews.com,mediascopeAll/South_Alameda_News.png,2026-06-20 22:27:42,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Asheville News,http://southashevillenews.com,mediascopeAll/South_Asheville_News.png,2026-06-20 21:04:07,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Atlanta News,http://southatlantanews.com,mediascopeAll/South_Atlanta_News.png,2026-06-20 22:07:48,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Bay Leader,http://southbayleader.com,mediascopeAll/South_Bay_Leader.png,2026-06-20 20:14:04,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Bay SD News,http://southbaysdnews.com,mediascopeAll/South_Bay_SD_News.png,2026-06-20 21:03:53,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Bend Times,http://southbendtimes.com,mediascopeAll/South_Bend_Times.png,2026-06-20 21:40:06,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Bergen News,http://southbergennews.com,mediascopeAll/South_Bergen_News.png,2026-06-20 20:50:07,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Birmingham Times,http://southbirminghamtimes.com,mediascopeAll/South_Birmingham_Times.png,2026-06-20 21:37:38,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Broward News,http://southbrowardnews.com,mediascopeAll/South_Broward_News.png,2026-06-20 21:18:37,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Carolina Daily Gazette,https://scdailygazette.com,mediascopeAll/South_Carolina_Daily_Gazette.png,2026-06-03 20:51:52,USA,HIGH,1,LEFT,,HIGH
South Central Reporter,http://southcentralreporter.com,mediascopeAll/South_Central_Reporter.png,2026-06-20 19:40:18,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Cuyahoga News,http://southcuyahoganews.com,mediascopeAll/South_Cuyahoga_News.png,2026-06-20 20:18:59,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South DSM News,http://southdsmnews.com,mediascopeAll/South_DSM_News.png,2026-06-20 20:57:12,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Dayton News,http://southdaytonnews.com,mediascopeAll/South_Dayton_News.png,2026-06-20 20:57:07,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Georgia Times,http://southgeorgiatimes.com,mediascopeAll/South_Georgia_Times.png,2026-06-20 22:23:50,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Guilford News,http://southguilfordnews.com,mediascopeAll/South_Guilford_News.png,2026-06-20 19:59:57,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Gwinnett News,http://southgwinnettnews.com,mediascopeAll/South_Gwinnett_News.png,2026-06-20 19:17:24,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Hennepin News,http://southhennepinnews.com,mediascopeAll/South_Hennepin_News.png,2026-06-20 20:10:02,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Indy News,http://southindynews.com,mediascopeAll/South_Indy_News.png,2026-06-20 19:33:17,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Jefferson County News,http://southjeffconews.com,mediascopeAll/South_Jefferson_County_News.png,2026-06-20 19:52:43,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Jersey Sun,http://southjerseysun.com,mediascopeAll/South_Jersey_Sun.png,2026-06-20 21:14:43,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South KC News,http://southkcnews.com,mediascopeAll/South_KC_News.png,2026-06-20 20:39:56,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Lake Today,http://southlaketoday.com,mediascopeAll/South_Lake_Today.png,2026-06-20 19:39:50,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Maine News,http://southmainenews.com,mediascopeAll/South_Maine_News.png,2026-06-20 21:03:36,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Mecklenburg News,http://southmecklenburgnews.com,mediascopeAll/South_Mecklenburg_News.png,2026-06-20 20:51:54,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Miami-Dade News,https://southmianews.com,mediascopeAll/South_Miami-Dade_News.png,2026-06-08 21:54:01,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Michigan News,http://southmichigannews.com,mediascopeAll/South_Michigan_News.png,2026-06-20 19:36:22,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South North Carolina News,http://southncnews.com,mediascopeAll/South_North_Carolina_News.png,2026-06-20 22:26:35,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South OC Times,http://southoctimes.com,mediascopeAll/South_OC_Times.png,2026-06-20 21:01:49,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South OKC News,http://southokcnews.com,mediascopeAll/South_OKC_News.png,2026-06-20 19:55:43,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Ohio News,http://southohionews.com,mediascopeAll/South_Ohio_News.png,2026-06-20 21:55:52,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Omaha Times,http://Southomahatimes.com,mediascopeAll/South_Omaha_Times.png,2026-06-20 20:07:57,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Orlando News,http://southorlandonews.com,mediascopeAll/South_Orlando_News.png,2026-06-20 22:13:59,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Palm Beach Today,http://southpalmbeachtoday.com,mediascopeAll/South_Palm_Beach_Today.png,2026-06-20 20:04:24,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Pima News,http://southpimanews.com,mediascopeAll/South_Pima_News.png,2026-06-20 21:08:11,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Pinellas Times,http://southpinellastimes.com,mediascopeAll/South_Pinellas_Times.png,2026-06-20 20:36:50,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Raleigh News,http://southraleighnews.com,mediascopeAll/South_Raleigh_News.png,2026-06-20 21:39:57,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South SF Bay News,http://southsfbaynews.com,mediascopeAll/South_SF_Bay_News.png,2026-06-20 19:13:27,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South SFV Today,http://southsfvtoday.com,mediascopeAll/South_SFV_Today.png,2026-06-20 19:51:37,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South SGV News,http://southsgvnews.com,mediascopeAll/South_SGV_News.png,2026-06-20 21:45:14,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South STL News,http://southstlnews.com,mediascopeAll/South_STL_News.png,2026-06-20 20:03:20,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Sacramento Today,http://southsactoday.com,mediascopeAll/South_Sacramento_Today.png,2026-06-20 21:34:56,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Triangle News,http://southtrianglenews.com,mediascopeAll/South_Triangle_News.png,2026-06-20 21:23:36,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South West Illinois News,http://swillinoisnews.com,mediascopeAll/South_West_Illinois_News.png,2026-06-20 22:20:11,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
South Whidbey Record,https://southwhidbeyrecord.com,mediascopeAll/South_Whidbey_Record.png,2026-06-03 20:52:48,USA,HIGH,1,LEAST BIASED,,HIGH
South Winston-Salem News,http://southwinstonsalemnews.com,mediascopeAll/South_Winston-Salem_News.png,2026-06-20 20:34:10,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Southeast Montana News,http://semontananews.com,mediascopeAll/Southeast_Montana_News.png,2026-06-20 19:43:51,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Spartanburg Herald-Journal,https://goupstate.com,mediascopeAll/Spartanburg_Herald-Journal.png,2026-06-03 20:53:36,USA,HIGH,1,LEFT-CENTER,,HIGH
Spotlight Delaware,https://spotlightdelaware.org,mediascopeAll/Spotlight_Delaware.png,2026-06-03 20:52:25,USA,HIGH,1,LEFT,,HIGH
Springfield Standard,http://springfieldstandard.com,mediascopeAll/Springfield_Standard.png,2026-06-20 21:25:37,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Springfield Sun,https://pmg-ky2.com/springfield/,mediascopeAll/Springfield_Sun.png,2026-06-03 23:23:57,USA,HIGH,1,RIGHT-CENTER,,HIGH
Sputnik,http://sputniknews.com,mediascopeAll/Sputnik.png,2026-06-20 19:57:35,Russia,VERY LOW,,RIGHT-CENTER,Questionable Source,LOW
St. Albert Gazette,https://stalbertgazette.com,mediascopeAll/St._Albert_Gazette.png,2026-06-03 20:53:34,,HIGH,1,LEFT-CENTER,,HIGH
St. Charles Times,http://stcharlestimes.com,mediascopeAll/St._Charles_Times.png,2026-06-20 20:56:32,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
St. Clair Today,http://stclairtoday.com,mediascopeAll/St._Clair_Today.png,2026-06-20 21:06:00,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
St. Cloud Sun,http://stcloudsun.com,mediascopeAll/St._Cloud_Sun.png,2026-06-20 19:36:52,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
St. George Spectrum,https://thespectrum.com,mediascopeAll/St._George_Spectrum.png,2026-06-03 20:54:09,USA,HIGH,1,LEFT-CENTER,,HIGH
St. Louis Record,https://stlrecord.com,mediascopeAll/St._Louis_Record.png,2026-06-08 22:00:08,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
St. Pete Standard,http://stpetestandard.com,mediascopeAll/St._Pete_Standard.png,2026-06-20 20:46:44,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
St. Thomas Times-Journal,https://stthomastimesjournal.com,mediascopeAll/St._Thomas_Times-Journal.png,2026-06-03 20:54:13,,HIGH,1,RIGHT-CENTER,,HIGH
Star News Network,http://thestarnewsnetwork.com,mediascopeAll/Star_News_Network.png,2026-06-20 19:34:30,USA,MIXED,,RIGHT,Questionable Source,MIXED
State of the Planet,https://news.climate.columbia.edu/,mediascopeAll/State_of_the_Planet.png,2026-06-03 20:53:59,USA,HIGH,1,LEFT-CENTER,,HIGH
StateScoop,https://statescoop.com,mediascopeAll/StateScoop.png,2026-06-03 20:54:31,USA,HIGH,1,LEAST BIASED,,HIGH
Stettler Independent,https://stettlerindependent.com,mediascopeAll/Stettler_Independent.png,2026-06-03 20:54:23,,HIGH,1,LEFT-CENTER,,HIGH
Strafford News,http://straffordnews.com,mediascopeAll/Strafford_News.png,2026-06-20 19:15:10,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Stratford Beacon-Herald,https://stratfordbeaconherald.com,mediascopeAll/Stratford_Beacon-Herald.png,2026-06-03 20:55:05,,HIGH,1,RIGHT-CENTER,,HIGH
Strathroy Age Dispatch,https://strathroyagedispatch.com,mediascopeAll/Strathroy_Age_Dispatch.png,2026-06-03 20:55:14,,HIGH,1,RIGHT-CENTER,,HIGH
Sudbury Star,https://thesudburystar.com,mediascopeAll/Sudbury_Star.png,2026-06-03 20:55:13,,HIGH,1,RIGHT-CENTER,,HIGH
Suffolk Reporter,http://suffolkreporter.com,mediascopeAll/Suffolk_Reporter.png,2026-06-20 19:36:09,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Summerland Review,https://summerlandreview.com,mediascopeAll/Summerland_Review.png,2026-06-03 20:54:46,,HIGH,1,LEFT-CENTER,,HIGH
Sumter Times,http://sumtertimes.com,mediascopeAll/Sumter_Times.png,2026-06-20 20:05:38,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Sunflower State News,http://sunflowerstatenews.com,mediascopeAll/Sunflower_State_News.png,2026-06-20 21:32:38,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Sunrise Movement,https://sunrisemovement.org,mediascopeAll/Sunrise_Movement.png,2026-06-08 22:01:53,USA,MIXED,,LEFT,,MIXED
Sunshine Sentinel,http://sunshinesentinel.com,mediascopeAll/Sunshine_Sentinel.png,2026-06-20 19:41:17,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Survive The News,http://survivethenews.com,mediascopeAll/Survive_The_News.png,2026-06-20 19:58:24,USA,LOW,,EXTREME RIGHT,Questionable Source,LOW
Sussex Review,http://sussexreview.com,mediascopeAll/Sussex_Review.png,2026-06-20 22:28:06,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Sweetwater Advocate & Democrat,https://advocateanddemocrat.com,mediascopeAll/Sweetwater_Advocate_Democrat.png,2026-06-03 23:09:49,USA,HIGH,1,LEFT-CENTER,,HIGH
Sylvan Lake News,https://sylvanlakenews.com,mediascopeAll/Sylvan_Lake_News.png,2026-06-03 20:55:37,,HIGH,1,LEFT-CENTER,,HIGH
Syracuse Sun,http://syracusesun.com,mediascopeAll/Syracuse_Sun.png,2026-06-20 20:00:05,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
TRT Afrika,https://trtafrika.com,mediascopeAll/TRT_Afrika.png,2026-06-08 22:03:07,,MIXED,,RIGHT-CENTER,,MIXED
TV Tropes,https://tvtropes.org,mediascopeAll/TV_Tropes.png,2026-06-08 22:03:28,USA,MIXED,,LEAST BIASED,,MIXED
Tabasco Post,http://tabascopost.com,mediascopeAll/Tabasco_Post.png,2026-06-20 20:53:24,Unknown,MIXED,,LEFT-CENTER,Questionable Source,MIXED
Tallahassee Sun,http://tallahasseesun.com,mediascopeAll/Tallahassee_Sun.png,2026-06-20 19:31:06,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Tamaulipas Post,http://tamaulipaspost.com,mediascopeAll/Tamaulipas_Post.png,2026-06-20 21:56:09,Unknown,MIXED,,LEFT-CENTER,Questionable Source,MIXED
Tampa Republic,http://tamparepublic.com,mediascopeAll/Tampa_Republic.png,2026-06-20 19:48:26,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Tax Foundation,https://taxfoundation.org,mediascopeAll/Tax_Foundation.png,2026-06-03 20:56:00,USA,HIGH,1,RIGHT-CENTER,,HIGH
TechGiants.News,https://techgiants.news,mediascopeAll/TechGiants.News_1.png,2026-06-04 00:09:39,USA,VERY LOW,0,RIGHT,,LOW
Technocrats.News,https://technocrats.news,mediascopeAll/Technocrats.News_1.png,2026-06-04 00:09:52,USA,VERY LOW,0,RIGHT,,LOW
Telesur,http://www.telesurtv.net,mediascopeAll/Telesur.png,2026-06-20 21:49:03,Venezuela,MIXED,,LEFT,Questionable Source,MIXED
Tellico Village Connection,https://tellicovillageconnection.com,mediascopeAll/Tellico_Village_Connection.png,2026-06-04 00:11:45,USA,HIGH,1,LEFT-CENTER,,HIGH
The Athens News,https://athensnews.com,mediascopeAll/The_Athens_News.png,2026-06-03 23:10:32,USA,HIGH,1,LEFT-CENTER,,HIGH
The Australian Financial Review,https://afr.com,mediascopeAll/The_Australian_Financial_Review.png,2026-06-03 20:58:16,,HIGH,1,RIGHT-CENTER,,HIGH
The Bearded Patriot,http://thebeardedpatriot.com,mediascopeAll/The_Bearded_Patriot.png,2026-06-20 19:46:28,USA,LOW,,RIGHT,Questionable Source,LOW
The Beltway Report,http://thebeltwayreport.com/,mediascopeAll/The_Beltway_Report.png,2026-06-20 19:54:50,USA,MIXED,,EXTREME RIGHT,Questionable Source,MIXED
The Bureau of Investigative Journalism,https://thebureauinvestigates.com,mediascopeAll/The_Bureau_of_Investigative_Journalism.png,2026-06-03 20:57:34,,HIGH,1,LEFT-CENTER,,HIGH
The Canadian Press,https://thecanadianpress.com,mediascopeAll/The_Canadian_Press.png,2026-06-03 20:57:09,,HIGH,1,LEAST BIASED,,HIGH
The Citizen,https://www.citizen.co.za/,mediascopeAll/The_Citizen.png,2026-06-03 20:57:37,,HIGH,1,RIGHT-CENTER,,HIGH
The Colorado Herald,http://thecoloradoherald.com,mediascopeAll/The_Colorado_Herald.png,2026-06-20 21:44:01,Unknown,LOW,,RIGHT,Questionable Source,LOW
The Colorado Sun,https://coloradosun.com,mediascopeAll/The_Colorado_Sun.png,2026-06-03 20:58:01,USA,HIGH,1,LEFT-CENTER,,HIGH
The Epoch Times,https://theepochtimes.com,mediascopeAll/The_Epoch_Times.png,2026-06-08 22:07:17,USA,MOSTLY FACTUAL,,RIGHT-CENTER,,HIGH
The Federation for American Immigration Reform,http://www.fairus.org,mediascopeAll/The_Federation_for_American_Immigration_Reform.png,2026-06-20 21:54:29,USA,LOW,,EXTREME RIGHT,Questionable Source,LOW
The Gateway Pundit,http://www.thegatewaypundit.com,mediascopeAll/The_Gateway_Pundit.png,2026-06-20 21:18:24,USA,VERY LOW,,EXTREME RIGHT,Questionable Source,LOW
The Guardian,https://theguardian.com,mediascopeAll/The_Guardian.png,2026-06-08 22:08:31,,HIGH,,LEFT-CENTER,,HIGH
The Independent Institute,https://independent.org,mediascopeAll/The_Independent_Institute.png,2026-06-08 22:08:56,USA,MOSTLY FACTUAL,,RIGHT-CENTER,,HIGH
The Irish News,https://irishnews.com,mediascopeAll/The_Irish_News.png,2026-06-03 23:54:02,,HIGH,1,LEFT-CENTER,,HIGH
The Jerusalem Report,https://jpost.com/jerusalem-report,mediascopeAll/The_Jerusalem_Report.png,2026-06-03 20:59:40,,HIGH,1,RIGHT-CENTER,,HIGH
The Jewish Press,https://jewishpress.com,mediascopeAll/The_Jewish_Press.png,2026-06-03 21:00:30,USA,HIGH,1,RIGHT-CENTER,,HIGH
The Kentucky Standard,https://pmg-ky2.com/kystandard/,mediascopeAll/The_Kentucky_Standard.png,2026-06-03 21:00:39,USA,HIGH,1,RIGHT-CENTER,,HIGH
The Last American Vagabond,http://thelastamericanvagabond.com,mediascopeAll/The_Last_American_Vagabond.png,2026-06-20 21:56:42,USA,LOW,,RIGHT,Questionable Source,LOW
The List,https://thelist.com,mediascopeAll/The_List.png,2026-06-08 22:09:24,USA,MOSTLY FACTUAL,,LEFT-CENTER,,HIGH
The Logic of Science,https://thelogicofscience.com,mediascopeAll/The_Logic_of_Science.png,2026-06-03 20:59:49,USA,HIGH,1,LEAST BIASED,,HIGH
The MacArthur Foundation,https://macfound.org,mediascopeAll/The_MacArthur_Foundation.png,2026-06-03 23:58:28,USA,HIGH,1,LEFT-CENTER,,HIGH
The Majalla,http://eng.majalla.com,mediascopeAll/The_Majalla.png,2026-06-20 19:45:49,Saudi Arabia,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
The Michigan Independent,https://michiganindependent.com/,mediascopeAll/The_Michigan_Independent.png,2026-06-20 20:26:10,USA,MIXED,,LEFT,Questionable Source,MIXED
The Most Important News,http://themostimportantnews.com,mediascopeAll/The_Most_Important_News.png,2026-06-20 22:18:31,USA,LOW,,RIGHT,Questionable Source,LOW
The New European,https://theneweuropean.co.uk,mediascopeAll/The_New_European.png,2026-06-08 22:13:55,,MOSTLY FACTUAL,,LEFT,,HIGH
The New Inquiry,https://thenewinquiry.com,mediascopeAll/The_New_Inquiry.png,2026-06-08 22:14:26,USA,MIXED,,LEFT,,MIXED
The Ohio Star,http://theohiostar.com,mediascopeAll/The_Ohio_Star.png,2026-06-20 20:19:37,USA,MIXED,,RIGHT,Questionable Source,MIXED
The Organic Prepper,https://theorganicprepper.com,mediascopeAll/The_Organic_Prepper.png,2026-06-08 22:14:41,USA,MIXED,,RIGHT,,MIXED
The Palm Beach Post,https://palmbeachpost.com,mediascopeAll/The_Palm_Beach_Post.png,2026-06-03 21:02:01,USA,HIGH,1,LEFT-CENTER,,HIGH
The Patriotic Times,https://thepatriotictimes.com,mediascopeAll/The_Patriotic_Times.png,2026-06-03 21:02:00,USA,LOW,0,EXTREME RIGHT,Questionable Source,LOW
The Perspective,https://theperspective.com,mediascopeAll/The_Perspective.png,2026-06-03 21:01:43,,HIGH,1,LEAST BIASED,,HIGH
The Phaser,https://thephaser.com,mediascopeAll/The_Phaser.png,2026-06-03 21:02:01,USA,VERY LOW,0,RIGHT,,LOW
The Post-Journal,https://www.post-journal.com/,mediascopeAll/The_Post-Journal.png,2026-06-03 21:02:17,USA,HIGH,1,RIGHT-CENTER,,HIGH
The Postil Magazine,https://thepostil.com,mediascopeAll/The_Postil_Magazine.png,2026-06-08 22:15:18,USA,MIXED,,RIGHT,,MIXED
The Prepared,https://theprepared.com,mediascopeAll/The_Prepared.png,2026-06-03 21:02:42,USA,HIGH,1,LEAST BIASED,,HIGH
The Province,https://theprovince.com,mediascopeAll/The_Province.png,2026-06-04 00:12:05,,HIGH,1,RIGHT-CENTER,,HIGH
The Recount,https://therecount.com,mediascopeAll/The_Recount.png,2026-06-03 21:02:25,,HIGH,1,LEAST BIASED,,HIGH
The Region News,http://theregionnews.com,mediascopeAll/The_Region_News.png,2026-06-20 21:27:07,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
The Spectator,https://www.spectator.co.uk/,mediascopeAll/The_Spectator.png,2026-06-08 22:15:54,,MOSTLY FACTUAL,,RIGHT-CENTER,,HIGH
The Tennessee Star,http://tennesseestar.com,mediascopeAll/The_Tennessee_Star.png,2026-06-20 19:19:15,USA,MIXED,,RIGHT,Questionable Source,MIXED
The Thinking Conservative,http://thethinkingconservative.com,mediascopeAll/The_Thinking_Conservative.png,2026-06-20 22:24:02,USA,LOW,,EXTREME RIGHT,Questionable Source,LOW
The Varsity,https://thevarsity.ca,mediascopeAll/The_Varsity.png,2026-06-03 21:03:48,,HIGH,1,LEFT-CENTER,,HIGH
The Vindicator,https://vindy.com,mediascopeAll/The_Vindicator.png,2026-06-03 21:04:25,USA,HIGH,1,LEAST BIASED,,HIGH
The Voice,https://thevoice.us,mediascopeAll/The_Voice.png,2026-06-03 21:04:40,,HIGH,1,LEAST BIASED,,HIGH
The Warren Sun,http://warrensun.com,mediascopeAll/The_Warren_Sun.png,2026-06-20 20:31:02,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
The Washington Spectator,https://washingtonspectator.org,mediascopeAll/The_Washington_Spectator.png,2026-06-04 00:13:56,USA,HIGH,1,LEFT,,HIGH
The Watson Center,https://cnu.edu/wasoncenter/,mediascopeAll/The_Watson_Center.png,2026-06-03 23:44:40,USA,HIGH,1,LEFT-CENTER,,HIGH
The Wellness Company,https://twc.health,mediascopeAll/The_Wellness_Company.png,2026-06-04 00:13:38,USA,LOW,0,RIGHT,,LOW
TheJournal.ie,https://thejournal.ie,mediascopeAll/TheJournal.ie.png,2026-06-03 21:05:22,,HIGH,1,LEFT-CENTER,,HIGH
TheRighting,https://therighting.com,mediascopeAll/TheRighting.png,2026-06-03 21:05:31,USA,HIGH,1,LEFT-CENTER,,HIGH
TheSpectator.info,https://thespectator.info,mediascopeAll/TheSpectator.info_1.png,2026-06-04 00:11:59,USA,VERY LOW,0,EXTREME RIGHT,Questionable Source,LOW
Them.us,https://them.us,mediascopeAll/Them.us_1.png,2026-06-04 00:12:17,USA,HIGH,1,LEFT,,HIGH
ThinkPol,https://thinkpol.ca,mediascopeAll/ThinkPol.png,2026-06-03 21:06:08,,HIGH,1,LEFT,,HIGH
Thomasville Times,https://hpenews.com/thomasville_times/,mediascopeAll/Thomasville_Times.png,2026-06-03 23:19:06,USA,HIGH,1,RIGHT-CENTER,,HIGH
ThoughtCo,https://thoughtco.com,mediascopeAll/ThoughtCo.png,2026-06-03 21:06:04,USA,VERY HIGH,1,LEAST BIASED,,HIGH
Thumb Reporter,http://thumbreporter.com,mediascopeAll/Thumb_Reporter.png,2026-06-20 21:39:09,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Times Now News,https://timesnownews.com,mediascopeAll/Times_Now_News.png,2026-06-08 22:17:34,,MIXED,,RIGHT,,MIXED
Timmins Press,https://timminspress.com,mediascopeAll/Timmins_Press.png,2026-06-03 21:06:38,,HIGH,1,RIGHT-CENTER,,HIGH
Timmins Times,https://timminstimes.com,mediascopeAll/Timmins_Times.png,2026-06-03 21:06:47,,HIGH,1,RIGHT-CENTER,,HIGH
Today Singapore,https://todayonline.com,mediascopeAll/Today_Singapore.png,2026-06-08 22:18:23,,MOSTLY FACTUAL,,RIGHT-CENTER,,HIGH
Toledo Reporter,https://toledoreporter.com,mediascopeAll/Toledo_Reporter.png,2026-06-08 22:18:26,USA,MIXED,,RIGHT-CENTER,,MIXED
Topeka Sun,http://topekasun.com,mediascopeAll/Topeka_Sun.png,2026-06-20 21:20:09,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
TorrentFreak,https://torrentfreak.com,mediascopeAll/TorrentFreak.png,2026-06-03 21:06:20,,HIGH,1,LEAST BIASED,,HIGH
Totality of Evidence,https://totalityofevidence.com,mediascopeAll/Totality_of_Evidence.png,2026-06-03 21:06:47,,VERY LOW,0,RIGHT,,LOW
Trail Times,https://trailtimes.ca,mediascopeAll/Trail_Times.png,2026-06-03 21:07:00,,HIGH,1,LEFT-CENTER,,HIGH
Transit Tomorrow,https://transittomorrow.com,mediascopeAll/Transit_Tomorrow.png,2026-06-08 22:20:30,USA,MOSTLY FACTUAL,,LEFT-CENTER,,HIGH
Transylvania Times,https://transylvaniatimes.com,mediascopeAll/Transylvania_Times.png,2026-06-03 23:29:36,USA,HIGH,1,LEFT-CENTER,,HIGH
Treasure Coast Sun,http://treasurecoastsun.com,mediascopeAll/Treasure_Coast_Sun.png,2026-06-20 19:31:58,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Treasure Valley Times,http://treasurevalleytimes.com,mediascopeAll/Treasure_Valley_Times.png,2026-06-20 22:19:30,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Trentonian,https://trentonian.ca,mediascopeAll/Trentonian.png,2026-06-04 00:12:42,,HIGH,1,RIGHT-CENTER,,HIGH
Tri County News,http://triconews.com,mediascopeAll/Tri_County_News.png,2026-06-20 22:15:42,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Tri-City News,https://tricitynews.com,mediascopeAll/Tri-City_News.png,2026-06-03 21:07:44,,HIGH,1,LEFT-CENTER,,HIGH
Tri-City Sun,http://tricitysun.com,mediascopeAll/Tri-City_Sun.png,2026-06-20 22:15:32,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Tri-County Independent,https://tricountyindependent.com,mediascopeAll/Tri-County_Independent.png,2026-06-03 21:08:25,USA,HIGH,1,LEFT-CENTER,,HIGH
TruckingDive,https://truckingdive.com,mediascopeAll/TruckingDive.png,2026-06-03 21:08:06,USA,HIGH,1,LEAST BIASED,,HIGH
Trumball News,http://trumballnews.com,mediascopeAll/Trumball_News.png,2026-06-20 20:02:32,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
TruthorFiction.com,https://truthorfiction.com,mediascopeAll/TruthorFiction.com.png,2026-06-03 21:08:34,USA,VERY HIGH,1,LEAST BIASED,,HIGH
Tsarizm,http://tsarizm.com,mediascopeAll/Tsarizm.png,2026-06-21 17:53:20,USA,LOW,,EXTREME RIGHT,Questionable Source,LOW
Tsionizm,http://tsionizm.com,mediascopeAll/Tsionizm.png,2026-06-20 21:18:47,USA,LOW,,EXTREME RIGHT,Questionable Source,LOW
Tucson Standard,http://tucsonstandard.com,mediascopeAll/Tucson_Standard.png,2026-06-20 21:54:02,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
