media_name,url,image_path,timestamp,country,factuality,trustworthiness,bias_rating,MBFC_source
Pennsylvania Independent,http://pennsylvaniaindependent.com,mediascopeAll/Pennsylvania_Independent.png,2026-06-20 21:04:42,USA,MIXED,,LEFT,Questionable Source
Pensacola Times,http://pensacolatimes.com,mediascopeAll/Pensacola_Times.png,2026-06-20 20:27:06,USA,MIXED,,RIGHT-CENTER,Questionable Source
Pensions & Investments,https://pionline.com,mediascopeAll/Pensions_Investments.png,2026-06-08 21:09:02,,MOSTLY FACTUAL,,LEAST BIASED,
Penticton Western News,https://pentictonwesternnews.com,mediascopeAll/Penticton_Western_News.png,2026-06-03 20:30:27,,HIGH,1,LEFT-CENTER,
Peoples Gazette,https://gazettengr.com,mediascopeAll/Peoples_Gazette.png,2026-06-08 21:09:13,,MIXED,,LEAST BIASED,
Peoria Journal Star,https://pjstar.com,mediascopeAll/Peoria_Journal_Star.png,2026-06-03 20:31:33,USA,HIGH,1,LEAST BIASED,
Peoria Standard,http://peoriastandard.com,mediascopeAll/Peoria_Standard.png,2026-06-20 20:10:56,,MIXED,,RIGHT-CENTER,Questionable Source
Perry County Tribune,https://perrytribune.com,mediascopeAll/Perry_County_Tribune.png,2026-06-03 20:31:45,USA,HIGH,1,LEFT-CENTER,
Petersburg Progress-Index,https://progress-index.com,mediascopeAll/Petersburg_Progress-Index.png,2026-06-03 20:31:55,USA,HIGH,1,LEFT-CENTER,
Pew Research,https://pewresearch.org,mediascopeAll/Pew_Research.png,2026-06-03 20:31:23,USA,VERY HIGH,1,LEAST BIASED,
PharmaVoice,https://pharmavoice.com,mediascopeAll/PharmaVoice.png,2026-06-03 20:31:57,USA,HIGH,1,LEAST BIASED,
Pinehurst Today,http://pinehursttoday.com,mediascopeAll/Pinehurst_Today.png,2026-06-20 21:07:43,USA,MIXED,,RIGHT-CENTER,Questionable Source
Pinellas Times,http://pinellastimes.com,mediascopeAll/Pinellas_Times.png,2026-06-20 21:23:51,USA,MIXED,,RIGHT-CENTER,Questionable Source
Pioneer Valley Advocate,https://valleyadvocate.com,mediascopeAll/Pioneer_Valley_Advocate.png,2026-06-03 20:32:19,USA,HIGH,1,LEFT-CENTER,
Platt County Journal-Republican,https://journal-republican.com,mediascopeAll/Platt_County_Journal-Republican.png,2026-06-03 20:32:18,,HIGH,1,LEAST BIASED,
Platte News,http://plattenews.com,mediascopeAll/Platte_News.png,2026-06-20 20:25:49,USA,MIXED,,RIGHT-CENTER,Questionable Source
Plattsburgh Press-Republican,https://pressrepublican.com,mediascopeAll/Plattsburgh_Press-Republican.png,2026-06-03 20:32:46,USA,HIGH,1,LEFT-CENTER,
Plymouth Reporter,http://plymouthreporter.com,mediascopeAll/Plymouth_Reporter.png,2026-06-20 19:50:52,USA,MIXED,,RIGHT-CENTER,Questionable Source
Pocatello Times,http://pocatellotimes.com,mediascopeAll/Pocatello_Times.png,2026-06-20 21:35:19,USA,MIXED,,RIGHT-CENTER,Questionable Source
Political Animal News,http://politicalanimalnews.com,mediascopeAll/Political_Animal_News.png,2026-06-20 20:13:38,USA,MIXED,,RIGHT,Questionable Source
Political Tribune,https://tribunemag.co.uk/,mediascopeAll/Political_Tribune.png,2026-06-08 21:11:36,USA,MIXED,,LEFT,
Politifact,https://politifact.com,mediascopeAll/Politifact.png,2026-06-03 20:33:12,USA,HIGH,1,LEFT-CENTER,
Polk Times,http://polktimes.com,mediascopeAll/Polk_Times.png,2026-06-20 22:01:54,USA,MIXED,,RIGHT-CENTER,Questionable Source
Polygon,https://polygon.com,mediascopeAll/Polygon.png,2026-06-03 20:32:50,USA,HIGH,1,LEFT-CENTER,
Pomona Valley News,http://pomonavalleynews.com,mediascopeAll/Pomona_Valley_News.png,2026-06-20 19:15:52,USA,MIXED,,RIGHT-CENTER,Questionable Source
Ponoka News,https://ponokanews.com,mediascopeAll/Ponoka_News.png,2026-06-03 20:32:44,,HIGH,1,LEFT-CENTER,
Pontiac Times,https://pontiactimes.com,mediascopeAll/Pontiac_Times.png,2026-06-08 21:11:54,USA,MIXED,,RIGHT-CENTER,
Population Research Institute,http://pop.org,mediascopeAll/Population_Research_Institute.png,2026-06-20 20:38:33,USA,LOW,,EXTREME RIGHT,Questionable Source
Port Clinton News-Herald,https://portclintonnewsherald.com,mediascopeAll/Port_Clinton_News-Herald.png,2026-06-03 23:24:43,USA,HIGH,1,LEFT-CENTER,
Portage Times,http://portagetimes.com,mediascopeAll/Portage_Times.png,2026-06-20 21:38:38,USA,MIXED,,RIGHT-CENTER,Questionable Source
Portland Maine News,http://portlandmainenews.com,mediascopeAll/Portland_Maine_News.png,2026-06-20 20:56:11,USA,MIXED,,RIGHT-CENTER,Questionable Source
Portside,https://portside.org,mediascopeAll/Portside.png,2026-06-08 21:12:39,USA,MOSTLY FACTUAL,,LEFT,
Prairie State Wire,http://prairiestatewire.com,mediascopeAll/Prairie_State_Wire.png,2026-06-20 22:03:02,USA,MIXED,,RIGHT-CENTER,Questionable Source
Prime 9ja Online,https://prime9ja.com.ng,mediascopeAll/Prime_9ja_Online.png,2026-06-08 21:12:54,,MOSTLY FACTUAL,,LEAST BIASED,
Procon.org,https://procon.org,mediascopeAll/Procon.org.png,2026-06-03 20:33:52,USA,HIGH,1,LEAST BIASED,
Progressive Change Campaign Committee,https://boldprogressives.org,mediascopeAll/Progressive_Change_Campaign_Committee.png,2026-06-08 21:13:05,USA,MIXED,,LEFT,
Project Syndicate,https://project-syndicate.org,mediascopeAll/Project_Syndicate.png,2026-06-03 20:34:10,,HIGH,1,LEFT-CENTER,
Project on Government Insight,https://pogo.org,mediascopeAll/Project_on_Government_Insight.png,2026-06-03 20:33:47,,HIGH,1,LEFT-CENTER,
Public Religion Research Institute,https://prri.org,mediascopeAll/Public_Religion_Research_Institute.png,2026-06-04 00:02:56,USA,VERY HIGH,1,LEAST BIASED,
Puebla Post,http://pueblapost.com,mediascopeAll/Puebla_Post.png,2026-06-20 21:38:58,Unknown,MIXED,,LEFT-CENTER,Questionable Source
Pulaski Times,http://pulaskitimes.com,mediascopeAll/Pulaski_Times.png,2026-06-20 19:45:25,USA,MIXED,,RIGHT-CENTER,Questionable Source
Pulse Nigeria,https://pulse.ng,mediascopeAll/Pulse_Nigeria.png,2026-06-08 21:13:57,,MIXED,,LEFT-CENTER,
Punching Bag Post,https://punchingbagpost.com,mediascopeAll/Punching_Bag_Post.png,2026-06-08 21:13:58,USA,MIXED,,RIGHT,
Quartz,https://qz.com,mediascopeAll/Quartz.png,2026-06-03 20:35:12,USA,HIGH,1,LEFT-CENTER,
Queen Creek Tribune,https://queencreektribune.com,mediascopeAll/Queen_Creek_Tribune.png,2026-06-03 20:34:39,USA,HIGH,1,LEAST BIASED,
Quillette,http://quillette.com,mediascopeAll/Quillette.png,2026-06-20 20:07:58,Australia,MIXED,,RIGHT,Questionable Source
Quincy Reporter,http://quincyreporter.com,mediascopeAll/Quincy_Reporter.png,2026-06-20 19:21:37,USA,MIXED,,RIGHT-CENTER,Questionable Source
RAIR Foundation USA,http://rairfoundation.com,mediascopeAll/RAIR_Foundation_USA.png,2026-06-20 20:50:53,USA,LOW,,EXTREME RIGHT,Questionable Source
RT News,http://www.rt.com,mediascopeAll/RT_News.png,2026-06-20 19:25:49,Russia,VERY LOW,,RIGHT-CENTER,Questionable Source
Rabble.ca,https://rabble.ca,mediascopeAll/Rabble.ca.png,2026-06-03 20:35:38,,HIGH,1,LEFT,
Rand Corporation,https://rand.org,mediascopeAll/Rand_Corporation.png,2026-06-03 20:35:37,USA,HIGH,1,LEAST BIASED,
Randolph County News,http://randolphcountynews.com,mediascopeAll/Randolph_County_News.png,2026-06-20 20:11:01,USA,MIXED,,RIGHT-CENTER,Questionable Source
Rapid City Journal,https://rapidcityjournal.com,mediascopeAll/Rapid_City_Journal.png,2026-06-03 20:36:19,,HIGH,1,LEAST BIASED,
Rappanhannock News,https://rappnews.com,mediascopeAll/Rappanhannock_News.png,2026-06-03 20:36:38,,HIGH,1,LEAST BIASED,
Rappler,https://rappler.com,mediascopeAll/Rappler.png,2026-06-03 20:36:48,,HIGH,1,LEFT-CENTER,
Rare News,https://rare.us,mediascopeAll/Rare_News.png,2026-06-08 21:15:28,USA,MIXED,,RIGHT,
Rasmussen Reports,https://rasmussenreports.com,mediascopeAll/Rasmussen_Reports.png,2026-06-08 21:15:50,USA,MOSTLY FACTUAL,,RIGHT-CENTER,
RationalWiki,https://rationalwiki.org,mediascopeAll/RationalWiki.png,2026-06-03 20:36:26,USA,HIGH,1,LEFT-CENTER,
Raw Story,https://rawstory.com,mediascopeAll/Raw_Story.png,2026-06-03 20:37:32,USA,HIGH,1,LEFT,
ReWire News Group,https://rewirenewsgroup.com,mediascopeAll/ReWire_News_Group.png,2026-06-03 20:36:53,USA,HIGH,1,LEFT,
Reading Chronicle,https://readingchronicle.co.uk,mediascopeAll/Reading_Chronicle.png,2026-06-03 20:38:09,,HIGH,1,LEAST BIASED,
Reading the Pictures,https://readingthepictures.org,mediascopeAll/Reading_the_Pictures.png,2026-06-08 21:17:02,USA,MOSTLY FACTUAL,,LEFT,
Real Clear Investigations,https://realclearinvestigations.com,mediascopeAll/Real_Clear_Investigations.png,2026-06-08 21:17:25,USA,MOSTLY FACTUAL,,RIGHT-CENTER,
Real Climate Science,https://realclimatescience.com,mediascopeAll/Real_Climate_Science.png,2026-06-03 20:38:07,USA,LOW,0,RIGHT,
Real News Network,https://therealnews.com,mediascopeAll/Real_News_Network.png,2026-06-03 20:37:02,USA,HIGH,1,LEFT,
RealClearReligion,https://realclearreligion.org,mediascopeAll/RealClearReligion.png,2026-06-08 21:17:53,USA,MOSTLY FACTUAL,,RIGHT-CENTER,
Reclaim the Net,https://reclaimthenet.org,mediascopeAll/Reclaim_the_Net.png,2026-06-08 21:19:01,,MIXED,,RIGHT,
Red Deer Advocate,https://reddeeradvocate.com,mediascopeAll/Red_Deer_Advocate.png,2026-06-03 20:37:38,,HIGH,1,LEFT-CENTER,
Red Ice TV,http://redice.tv,mediascopeAll/Red_Ice_TV.png,2026-06-20 19:29:45,Sweden,LOW,,EXTREME RIGHT,Questionable Source
Red Pepper,https://redpepper.org.uk,mediascopeAll/Red_Pepper.png,2026-06-03 20:38:00,,HIGH,1,LEFT,
Red River Valley News,https://valleynewslive.com,mediascopeAll/Red_River_Valley_News.png,2026-06-04 00:13:54,USA,HIGH,1,LEAST BIASED,
Red State Watcher,http://redstatewatcher.com,mediascopeAll/Red_State_Watcher.png,2026-06-20 21:12:13,USA,LOW,,EXTREME RIGHT,Questionable Source
Redding Today,http://reddingtoday.com,mediascopeAll/Redding_Today.png,2026-06-20 19:15:04,USA,MIXED,,RIGHT-CENTER,Questionable Source
Redoubt News,https://redoubtnews.com,mediascopeAll/Redoubt_News.png,2026-06-08 21:20:57,USA,MIXED,,RIGHT,
Redwood Empire News,http://redwoodempirenews.com,mediascopeAll/Redwood_Empire_News.png,2026-06-20 21:40:12,USA,MIXED,,RIGHT-CENTER,Questionable Source
Reference.com,https://reference.com,mediascopeAll/Reference.com.png,2026-06-03 20:38:20,USA,HIGH,1,LEFT-CENTER,
Regina Leader-Post,https://leaderpost.com,mediascopeAll/Regina_Leader-Post.png,2026-06-03 23:57:21,,HIGH,1,RIGHT-CENTER,
Religion News Service,https://religionnews.com,mediascopeAll/Religion_News_Service.png,2026-06-04 00:04:53,USA,HIGH,1,LEFT-CENTER,
Remington Research Group,https://remingtonresearchgroup.com,mediascopeAll/Remington_Research_Group.png,2026-06-08 21:21:22,USA,MOSTLY FACTUAL,,LEAST BIASED,
Renew America,http://www.renewamerica.com,mediascopeAll/Renew_America.png,2026-06-20 21:41:41,USA,LOW,,EXTREME RIGHT,Questionable Source
RenewedRight.com,http://renewedright.com,mediascopeAll/RenewedRight.com.png,2026-06-20 20:43:52,USA,MIXED,,RIGHT,Questionable Source
Reno Gazette Journal,https://rgj.com,mediascopeAll/Reno_Gazette_Journal.png,2026-06-03 20:40:47,USA,HIGH,1,LEFT-CENTER,
Reno Reporter,http://renoreporter.com,mediascopeAll/Reno_Reporter.png,2026-06-20 22:00:45,USA,MIXED,,RIGHT-CENTER,Questionable Source
Represent.us,https://represent.us,mediascopeAll/Represent.us.png,2026-06-03 20:40:39,,HIGH,1,LEFT-CENTER,
RestaurantDive,https://restaurantdive.com,mediascopeAll/RestaurantDive.png,2026-06-03 20:40:31,USA,HIGH,1,LEAST BIASED,
Restore American Glory,http://restoreamericanglory.com,mediascopeAll/Restore_American_Glory.png,2026-06-20 21:26:26,USA,MIXED,,RIGHT,Questionable Source
RetailDive,https://retaildive.com,mediascopeAll/RetailDive.png,2026-06-03 20:41:41,USA,HIGH,1,LEAST BIASED,
Revcom.us,https://revcom.us,mediascopeAll/Revcom.us.png,2026-06-08 21:22:33,USA,MIXED,,LEFT,
Reveal - Center for Investigative Reporting,https://revealnews.org,mediascopeAll/Reveal_-_Center_for_Investigative_Reporting.png,2026-06-03 20:40:40,USA,HIGH,1,LEFT-CENTER,
Revelstoke Review,https://revelstokereview.com,mediascopeAll/Revelstoke_Review.png,2026-06-03 20:40:57,,HIGH,1,LEFT-CENTER,
Rhino Times,https://rhinotimes.com,mediascopeAll/Rhino_Times.png,2026-06-08 21:23:05,USA,MOSTLY FACTUAL,,RIGHT,
Rhode Island Current,https://rhodeislandcurrent.com,mediascopeAll/Rhode_Island_Current.png,2026-06-03 20:40:57,USA,HIGH,1,LEFT,
Richmond Times-Dispatch,https://richmond.com,mediascopeAll/Richmond_Times-Dispatch.png,2026-06-03 20:41:36,USA,HIGH,1,RIGHT-CENTER,
RichmondSide,https://richmondside.org,mediascopeAll/RichmondSide.png,2026-06-03 20:41:16,USA,HIGH,1,LEFT-CENTER,
Ricochet,https://ricochet.com,mediascopeAll/Ricochet.png,2026-06-08 21:23:07,USA,MIXED,,RIGHT,
Right Wing Watch,https://rightwingwatch.org,mediascopeAll/Right_Wing_Watch.png,2026-06-03 20:41:43,USA,HIGH,1,LEFT,
Rimbey Review,https://rimbeyreview.com,mediascopeAll/Rimbey_Review.png,2026-06-03 20:41:33,,HIGH,1,LEFT-CENTER,
River Bend Times,http://riverbendtimes.com,mediascopeAll/River_Bend_Times.png,2026-06-20 22:06:38,USA,MIXED,,RIGHT-CENTER,Questionable Source
River Parish News,http://riverparishnews.com,mediascopeAll/River_Parish_News.png,2026-06-20 21:03:54,USA,MIXED,,RIGHT-CENTER,Questionable Source
River Region Times,http://riverregiontimes.com,mediascopeAll/River_Region_Times.png,2026-06-20 19:28:57,USA,MIXED,,RIGHT-CENTER,Questionable Source
River Valley Today,http://rivervalleytoday.com,mediascopeAll/River_Valley_Today.png,2026-06-20 20:47:41,USA,MIXED,,RIGHT-CENTER,Questionable Source
Riverdale Press,https://riverdalepress.com,mediascopeAll/Riverdale_Press.png,2026-06-03 20:42:45,USA,HIGH,1,LEAST BIASED,
Roanoke Times,https://roanoke.com,mediascopeAll/Roanoke_Times.png,2026-06-03 20:42:31,USA,HIGH,1,LEAST BIASED,
Rochester Reporter,http://rochesterreporter.com,mediascopeAll/Rochester_Reporter.png,2026-06-20 21:02:13,USA,MIXED,,RIGHT-CENTER,Questionable Source
Rock Island Today,http://rockislandtoday.com,mediascopeAll/Rock_Island_Today.png,2026-06-20 21:39:27,USA,MIXED,,RIGHT-CENTER,Questionable Source
Rockdale Citizen,https://rockdalenewtoncitizen.com,mediascopeAll/Rockdale_Citizen.png,2026-06-03 20:42:52,,HIGH,1,LEAST BIASED,
Rockingham Times,http://rockinghamtimes.com,mediascopeAll/Rockingham_Times.png,2026-06-20 20:33:03,USA,MIXED,,RIGHT-CENTER,Questionable Source
Rockland Reporter,http://rocklandreporter.com,mediascopeAll/Rockland_Reporter.png,2026-06-20 21:14:21,USA,MIXED,,RIGHT-CENTER,Questionable Source
Rocky Mount Telegram,https://rockymounttelegram.com,mediascopeAll/Rocky_Mount_Telegram.png,2026-06-03 23:26:25,USA,HIGH,1,LEFT-CENTER,
Rocky Mount Today,http://rockymounttoday.com,mediascopeAll/Rocky_Mount_Today.png,2026-06-20 22:08:20,USA,MIXED,,RIGHT-CENTER,Questionable Source
Rogersville Review,https://therogersvillereview.com,mediascopeAll/Rogersville_Review.png,2026-06-03 23:29:17,USA,HIGH,1,LEFT-CENTER,
Roll Call,https://rollcall.com,mediascopeAll/Roll_Call.png,2026-06-04 00:05:56,USA,VERY HIGH,1,LEAST BIASED,
Rolling Stone,https://rollingstone.com,mediascopeAll/Rolling_Stone.png,2026-06-03 20:43:31,USA,HIGH,1,LEFT,
Rome News-Tribune,https://northwestgeorgianews.com/rome/,mediascopeAll/Rome_News-Tribune.png,2026-06-03 20:43:44,,HIGH,1,LEAST BIASED,
Rome Reporter,http://romereporter.com,mediascopeAll/Rome_Reporter.png,2026-06-20 21:50:22,USA,MIXED,,RIGHT-CENTER,Questionable Source
Roosevelt Institute,https://rooseveltinstitute.org,mediascopeAll/Roosevelt_Institute.png,2026-06-03 20:43:06,USA,HIGH,1,LEFT-CENTER,
Rossland News,https://rosslandnews.com,mediascopeAll/Rossland_News.png,2026-06-03 20:43:26,,HIGH,1,LEFT-CENTER,
Rowan News,http://rowannews.com,mediascopeAll/Rowan_News.png,2026-06-20 22:20:27,USA,MIXED,,RIGHT-CENTER,Questionable Source
Ruth Institute,http://www.ruthinstitute.org,mediascopeAll/Ruth_Institute.png,2026-06-20 19:41:29,USA,LOW,,EXTREME RIGHT,Questionable Source
SC Minnesota News,http://scminnesotanews.com,mediascopeAll/SC_Minnesota_News.png,2026-06-20 19:27:42,USA,MIXED,,RIGHT-CENTER,Questionable Source
SC Mississippi News,http://SCmissnews.com,mediascopeAll/SC_Mississippi_News.png,2026-06-20 22:30:22,USA,MIXED,,RIGHT-CENTER,Questionable Source
SC Missouri News,http://scmissourinews.com,mediascopeAll/SC_Missouri_News.png,2026-06-20 22:02:25,USA,MIXED,,RIGHT-CENTER,Questionable Source
SC Nebraska News,http://scnebraskanews.com,mediascopeAll/SC_Nebraska_News.png,2026-06-20 19:14:32,USA,MIXED,,RIGHT-CENTER,Questionable Source
SC New York News,http://scnewyorknews.com,mediascopeAll/SC_New_York_News.png,2026-06-20 19:23:39,USA,MIXED,,RIGHT-CENTER,Questionable Source
SC Oklahoma News,http://scoklahomanews.com,mediascopeAll/SC_Oklahoma_News.png,2026-06-20 20:34:52,USA,MIXED,,RIGHT-CENTER,Questionable Source
SCOTUSblog,https://scotusblog.com,mediascopeAll/SCOTUSblog.png,2026-06-03 20:43:42,USA,HIGH,1,LEAST BIASED,
SE Alaska News,http://sealaskanews.com,mediascopeAll/SE_Alaska_News.png,2026-06-20 22:31:13,USA,MIXED,,RIGHT-CENTER,Questionable Source
SE Arizona News,http://searizonanews.com,mediascopeAll/SE_Arizona_News.png,2026-06-20 19:48:37,USA,MIXED,,RIGHT-CENTER,Questionable Source
SE Bluegrass News,http://sebluegrassnews.com,mediascopeAll/SE_Bluegrass_News.png,2026-06-20 20:52:51,USA,MIXED,,RIGHT-CENTER,Questionable Source
SE Colorado News,http://secoloradonews.com,mediascopeAll/SE_Colorado_News.png,2026-06-20 20:37:50,USA,MIXED,,RIGHT-CENTER,Questionable Source
SE Connecticut News,http://seconnnews.com,mediascopeAll/SE_Connecticut_News.png,2026-06-20 20:48:14,USA,MIXED,,RIGHT-CENTER,Questionable Source
SE Denver News,http://sedenvernews.com,mediascopeAll/SE_Denver_News.png,2026-06-20 21:59:11,USA,MIXED,,RIGHT-CENTER,Questionable Source
SE Grand Rapids News,http://segrandrapids.com,mediascopeAll/SE_Grand_Rapids_News.png,2026-06-20 20:17:22,USA,MIXED,,RIGHT-CENTER,Questionable Source
SE Illinois News,http://seillinoisnews.com,mediascopeAll/SE_Illinois_News.png,2026-06-20 19:28:13,USA,MIXED,,RIGHT-CENTER,Questionable Source
SE Indiana News,http://seindiananews.com,mediascopeAll/SE_Indiana_News.png,2026-06-20 22:27:44,USA,MIXED,,RIGHT-CENTER,Questionable Source
SE Iowa News,http://seiowanews.com,mediascopeAll/SE_Iowa_News.png,2026-06-20 19:35:53,USA,MIXED,,RIGHT-CENTER,Questionable Source
SE Kansas City News,http://sekansascitynews.com,mediascopeAll/SE_Kansas_City_News.png,2026-06-20 21:37:54,USA,MIXED,,RIGHT-CENTER,Questionable Source
SE Kansas News,http://sekansasnews.com,mediascopeAll/SE_Kansas_News.png,2026-06-20 21:55:38,USA,MIXED,,RIGHT-CENTER,Questionable Source
SE Kentucky News,http://sekentuckynews.com,mediascopeAll/SE_Kentucky_News.png,2026-06-20 19:54:01,USA,MIXED,,RIGHT-CENTER,Questionable Source
SE LA Times,http://selatimes.com,mediascopeAll/SE_LA_Times.png,2026-06-20 19:49:14,USA,MIXED,,RIGHT-CENTER,Questionable Source
SE Minnesota News,http://seminnesotanews.com,mediascopeAll/SE_Minnesota_News.png,2026-06-20 21:40:59,USA,MIXED,,RIGHT-CENTER,Questionable Source
SE Missouri News,http://semissourinews.com,mediascopeAll/SE_Missouri_News.png,2026-06-20 20:21:10,USA,MIXED,,RIGHT-CENTER,Questionable Source
SE Nebraska News,http://senebraskanews.com,mediascopeAll/SE_Nebraska_News.png,2026-06-20 19:19:31,USA,MIXED,,RIGHT-CENTER,Questionable Source
SE North Carolina News,http://senorthcarolinanews.com,mediascopeAll/SE_North_Carolina_News.png,2026-06-20 19:43:13,USA,MIXED,,RIGHT-CENTER,Questionable Source
SE Oakland News,http://seoaklandnews.com,mediascopeAll/SE_Oakland_News.png,2026-06-20 19:50:11,USA,MIXED,,RIGHT-CENTER,Questionable Source
SE Oklahoma News,http://seoklahomanews.com,mediascopeAll/SE_Oklahoma_News.png,2026-06-20 20:23:37,USA,MIXED,,RIGHT-CENTER,Questionable Source
SE Twin Cities,http://setwincities.com,mediascopeAll/SE_Twin_Cities.png,2026-06-20 20:37:41,USA,MIXED,,RIGHT-CENTER,Questionable Source
SE Vegas News,http://sevegasnews.com,mediascopeAll/SE_Vegas_News.png,2026-06-20 19:38:08,USA,MIXED,,RIGHT-CENTER,Questionable Source
SEO Ohio Times,https://seohiotimes.com,mediascopeAll/SEO_Ohio_Times.png,2026-06-08 21:31:13,USA,MIXED,,RIGHT-CENTER,Questionable Source
SFV Today,http://sfvtoday.com,mediascopeAll/SFV_Today.png,2026-06-20 21:58:35,USA,MIXED,,RIGHT-CENTER,Questionable Source
SGV Standard,http://sgvstandard.com,mediascopeAll/SGV_Standard.png,2026-06-20 21:58:15,USA,MIXED,,RIGHT-CENTER,Questionable Source
SLO Reporter,http://sloreporter.com,mediascopeAll/SLO_Reporter.png,2026-06-20 20:15:58,USA,MIXED,,RIGHT-CENTER,Questionable Source
SW Alaska News,http://swalaskanews.com,mediascopeAll/SW_Alaska_News.png,2026-06-20 20:24:08,USA,MIXED,,RIGHT-CENTER,Questionable Source
SW Arizona News,http://swarizonanews.com,mediascopeAll/SW_Arizona_News.png,2026-06-20 21:27:02,USA,MIXED,,RIGHT-CENTER,Questionable Source
SW Arkansas Times,http://swarkansastimes.com,mediascopeAll/SW_Arkansas_Times.png,2026-06-20 21:56:01,USA,MIXED,,RIGHT-CENTER,Questionable Source
SW Bluegrass News,http://swbluegrassnews.com,mediascopeAll/SW_Bluegrass_News.png,2026-06-20 22:21:47,USA,MIXED,,RIGHT-CENTER,Questionable Source
SW Colorado News,http://swcoloradonews.com,mediascopeAll/SW_Colorado_News.png,2026-06-20 22:04:58,USA,MIXED,,RIGHT-CENTER,Questionable Source
SW Connecticut News,http://swconnnews.com,mediascopeAll/SW_Connecticut_News.png,2026-06-20 19:55:49,USA,MIXED,,RIGHT-CENTER,Questionable Source
SW Georgia News,http://swgeorgianews.com,mediascopeAll/SW_Georgia_News.png,2026-06-20 20:58:03,usa,MIXED,,RIGHT-CENTER,Questionable Source
SW Indiana News,http://swindiananews.com,mediascopeAll/SW_Indiana_News.png,2026-06-20 19:51:51,USA,MIXED,,RIGHT-CENTER,Questionable Source
SW Iowa Times,http://swiowatimes.com,mediascopeAll/SW_Iowa_Times.png,2026-06-20 22:20:31,USA,MIXED,,RIGHT-CENTER,Questionable Source
SW Kansas News,http://swkansasnews.com,mediascopeAll/SW_Kansas_News.png,2026-06-20 19:32:58,USA,MIXED,,RIGHT-CENTER,Questionable Source
SW Louisiana News,http://swlouisiananews.com,mediascopeAll/SW_Louisiana_News.png,2026-06-20 21:37:29,USA,MIXED,,RIGHT-CENTER,Questionable Source
SW Minnesota Today,http://swminnesotatoday.com,mediascopeAll/SW_Minnesota_Today.png,2026-06-20 21:53:47,USA,MIXED,,RIGHT-CENTER,Questionable Source
SW Mississippi News,http://swmissnews.com,mediascopeAll/SW_Mississippi_News.png,2026-06-20 22:22:06,USA,MIXED,,RIGHT-CENTER,Questionable Source
SW Missouri News,https://swmissourinews.com,mediascopeAll/SW_Missouri_News.png,2026-06-08 21:34:14,USA,MIXED,,RIGHT-CENTER,
SW New Hampshire News,http://swnewhampshirenews.com,mediascopeAll/SW_New_Hampshire_News.png,2026-06-20 22:00:43,USA,MIXED,,RIGHT-CENTER,Questionable Source
SW New Mexico News,http://swnewmexiconews.com,mediascopeAll/SW_New_Mexico_News.png,2026-06-20 20:06:38,USA,MIXED,,RIGHT-CENTER,Questionable Source
SW Oklahoma News,http://swoklahomanews.com,mediascopeAll/SW_Oklahoma_News.png,2026-06-20 19:58:42,USA,MIXED,,RIGHT-CENTER,Questionable Source
SW Riverside News,http://swriversidenews.com,mediascopeAll/SW_Riverside_News.png,2026-06-20 20:01:52,USA,MIXED,,RIGHT-CENTER,Questionable Source
SW Valley Times,http://swvalleytimes.com,mediascopeAll/SW_Valley_Times.png,2026-06-20 19:29:04,USA,MIXED,,RIGHT-CENTER,Questionable Source
SW Vegas News,http://swvegasnews.com,mediascopeAll/SW_Vegas_News.png,2026-06-20 20:13:14,USA,MIXED,,RIGHT-CENTER,Questionable Source
Sabah,https://dailysabah.com,mediascopeAll/Sabah.png,2026-06-08 21:35:38,,MIXED,,RIGHT,
Salem News Wire,http://salemnewswire.com,mediascopeAll/Salem_News_Wire.png,2026-06-20 20:06:39,USA,MIXED,,RIGHT-CENTER,Questionable Source
Salem Radio Network News,https://srnnews.com,mediascopeAll/Salem_Radio_Network_News.png,2026-06-08 21:35:59,USA,MOSTLY FACTUAL,,RIGHT-CENTER,
Salmon Arm Observer,https://saobserver.net,mediascopeAll/Salmon_Arm_Observer.png,2026-06-03 20:44:11,,HIGH,1,LEFT-CENTER,
Salon,https://salon.com,mediascopeAll/Salon.png,2026-06-08 21:36:18,USA,MOSTLY FACTUAL,,LEFT,
Salt Lake Tribune,https://sltrib.com,mediascopeAll/Salt_Lake_Tribune.png,2026-06-04 00:09:47,USA,HIGH,1,LEFT-CENTER,
San Angelo Standard-Times,https://gosanangelo.com,mediascopeAll/San_Angelo_Standard-Times.png,2026-06-03 20:45:15,USA,HIGH,1,LEFT-CENTER,
San Antonio Report,https://sanantonioreport.org,mediascopeAll/San_Antonio_Report.png,2026-06-03 20:44:22,USA,HIGH,1,LEFT-CENTER,
San Cristobal Post,http://sancristobalpost.com,mediascopeAll/San_Cristobal_Post.png,2026-06-20 19:36:33,Unknown,MIXED,,LEFT-CENTER,Questionable Source
San Francisco Examiner,https://sfexaminer.com,mediascopeAll/San_Francisco_Examiner.png,2026-06-03 20:46:17,,HIGH,1,LEFT-CENTER,
San Francisco Sun,http://sanfransun.com,mediascopeAll/San_Francisco_Sun.png,2026-06-20 19:45:44,USA,MIXED,,RIGHT-CENTER,Questionable Source
San Joaquin Times,http://sanjoaquintimes.com,mediascopeAll/San_Joaquin_Times.png,2026-06-20 19:11:26,USA,MIXED,,RIGHT-CENTER,Questionable Source
